frame_index,cb_ms,underrun,block_size
37120,0.0140,0,256
37376,0.0141,0,256
37632,0.0140,0,256
37888,0.0213,0,256
38144,0.0141,0,256
38400,0.0140,0,256
38656,0.0140,0,256
38912,0.0139,0,256
39168,0.0140,0,256
39424,0.0139,0,256
39680,0.0140,0,256
39936,0.0142,0,256
40192,0.0140,0,256
40448,0.0141,0,256
40704,0.0141,0,256
40960,0.0141,0,256
41216,0.0143,0,256
41472,0.0140,0,256
41728,0.0140,0,256
41984,0.0140,0,256
42240,0.0140,0,256
42496,0.0141,0,256
42752,0.0141,0,256
43008,0.0140,0,256
43264,0.0142,0,256
43520,0.0141,0,256
43776,0.0140,0,256
44032,0.0141,0,256
44288,0.0141,0,256
44544,0.0140,0,256
44800,0.0140,0,256
45056,0.0141,0,256
45312,0.0140,0,256
45568,0.0140,0,256
45824,0.0140,0,256
46080,0.0140,0,256
46336,0.0140,0,256
46592,0.0140,0,256
46848,0.0140,0,256
47104,0.0140,0,256
47360,0.0140,0,256
47616,0.0141,0,256
47872,0.0140,0,256
48128,0.0140,0,256
48384,0.0140,0,256
48640,0.0141,0,256
48896,0.0140,0,256
49152,0.0140,0,256
49408,0.0140,0,256
49664,0.0140,0,256
49920,0.0140,0,256
50176,0.0140,0,256
50432,0.0140,0,256
50688,0.0140,0,256
50944,0.0140,0,256
51200,0.0141,0,256
51456,0.0140,0,256
51712,0.0139,0,256
51968,0.0140,0,256
52224,0.0140,0,256
52480,0.0140,0,256
52736,0.0140,0,256
52992,0.0140,0,256
53248,0.0140,0,256
53504,0.0140,0,256
53760,0.0140,0,256
54016,0.0141,0,256
54272,0.0140,0,256
54528,0.0139,0,256
54784,0.0140,0,256
55040,0.0141,0,256
55296,0.0140,0,256
55552,0.0140,0,256
55808,0.0140,0,256
56064,0.0140,0,256
56320,0.0140,0,256
56576,0.0139,0,256
56832,0.0140,0,256
57088,0.0140,0,256
57344,0.0139,0,256
57600,0.0140,0,256
57856,0.0140,0,256
58112,0.0139,0,256
58368,0.0140,0,256
58624,0.0140,0,256
58880,0.0140,0,256
59136,0.0140,0,256
59392,0.0140,0,256
59648,0.0140,0,256
59904,0.0140,0,256
60160,0.0140,0,256
60416,0.0140,0,256
60672,0.0139,0,256
60928,0.0140,0,256
61184,0.0140,0,256
61440,0.0140,0,256
61696,0.0139,0,256
61952,0.0139,0,256
62208,0.0140,0,256
62464,0.0140,0,256
62720,0.0140,0,256
62976,0.0139,0,256
63232,0.0139,0,256
63488,0.0140,0,256
63744,0.0139,0,256
64000,0.0140,0,256
64256,0.0140,0,256
64512,0.0140,0,256
64768,0.0140,0,256
65024,0.0140,0,256
65280,0.0141,0,256
65536,0.0141,0,256
65792,0.0141,0,256
66048,0.0140,0,256
66304,0.0140,0,256
66560,0.0140,0,256
66816,0.0140,0,256
67072,0.0140,0,256
67328,0.0140,0,256
67584,0.0140,0,256
67840,0.0140,0,256
68096,0.0139,0,256
68352,0.0140,0,256
68608,0.0140,0,256
68864,0.0140,0,256
69120,0.0140,0,256
69376,0.0140,0,256
69632,0.0140,0,256
69888,0.0140,0,256
70144,0.0140,0,256
70400,0.0139,0,256
70656,0.0139,0,256
70912,0.0140,0,256
71168,0.0140,0,256
71424,0.0140,0,256
71680,0.0141,0,256
71936,0.0140,0,256
72192,0.0140,0,256
72448,0.0139,0,256
72704,0.0140,0,256
72960,0.0140,0,256
73216,0.0140,0,256
73472,0.0140,0,256
73728,0.0140,0,256
73984,0.0140,0,256
74240,0.0140,0,256
74496,0.0140,0,256
74752,0.0140,0,256
75008,0.0140,0,256
75264,0.0140,0,256
75520,0.0140,0,256
75776,0.0140,0,256
76032,0.0140,0,256
76288,0.0140,0,256
76544,0.0140,0,256
76800,0.0140,0,256
77056,0.0140,0,256
77312,0.0140,0,256
77568,0.0140,0,256
77824,0.0140,0,256
78080,0.0140,0,256
78336,0.0140,0,256
78592,0.0140,0,256
78848,0.0139,0,256
79104,0.0140,0,256
79360,0.0140,0,256
79616,0.0141,0,256
79872,0.0140,0,256
80128,0.0140,0,256
80384,0.0139,0,256
80640,0.0140,0,256
80896,0.0139,0,256
81152,0.0139,0,256
81408,0.0140,0,256
81664,0.0140,0,256
81920,0.0141,0,256
82176,0.0140,0,256
82432,0.0140,0,256
82688,0.0140,0,256
82944,0.0141,0,256
83200,0.0140,0,256
83456,0.0139,0,256
83712,0.0140,0,256
83968,0.0139,0,256
84224,0.0140,0,256
84480,0.0140,0,256
84736,0.0140,0,256
84992,0.0139,0,256
85248,0.0140,0,256
85504,0.0140,0,256
85760,0.0140,0,256
86016,0.0141,0,256
86272,0.0140,0,256
86528,0.0140,0,256
86784,0.0139,0,256
87040,0.0141,0,256
87296,0.0141,0,256
87552,0.0140,0,256
87808,0.0140,0,256
88064,0.0140,0,256
88320,0.0141,0,256
88576,0.0140,0,256
88832,0.0141,0,256
89088,0.0139,0,256
89344,0.0141,0,256
89600,0.0140,0,256
89856,0.0140,0,256
90112,0.0140,0,256
90368,0.0140,0,256
90624,0.0140,0,256
90880,0.0139,0,256
91136,0.0140,0,256
91392,0.0140,0,256
91648,0.0140,0,256
91904,0.0140,0,256
92160,0.0140,0,256
92416,0.0140,0,256
92672,0.0139,0,256
92928,0.0141,0,256
93184,0.0140,0,256
93440,0.0140,0,256
93696,0.0140,0,256
93952,0.0140,0,256
94208,0.0141,0,256
94464,0.0140,0,256
94720,0.0140,0,256
94976,0.0140,0,256
95232,0.0140,0,256
95488,0.0140,0,256
95744,0.0140,0,256
96000,0.0140,0,256
96256,0.0139,0,256
96512,0.0140,0,256
96768,0.0140,0,256
97024,0.0139,0,256
97280,0.0141,0,256
97536,0.0140,0,256
97792,0.0141,0,256
98048,0.0140,0,256
98304,0.0140,0,256
98560,0.0140,0,256
98816,0.0141,0,256
99072,0.0140,0,256
99328,0.0140,0,256
99584,0.0140,0,256
99840,0.0139,0,256
100096,0.0140,0,256
100352,0.0140,0,256
100608,0.0141,0,256
100864,0.0139,0,256
101120,0.0140,0,256
101376,0.0140,0,256
101632,0.0140,0,256
101888,0.0140,0,256
102144,0.0141,0,256
102400,0.0140,0,256
102656,0.0141,0,256
102912,0.0140,0,256
103168,0.0140,0,256
103424,0.0140,0,256
103680,0.0139,0,256
103936,0.0140,0,256
104192,0.0140,0,256
104448,0.0140,0,256
104704,0.0139,0,256
104960,0.0140,0,256
105216,0.0140,0,256
105472,0.0140,0,256
105728,0.0140,0,256
105984,0.0140,0,256
106240,0.0139,0,256
106496,0.0140,0,256
106752,0.0140,0,256
107008,0.0139,0,256
107264,0.0141,0,256
107520,0.0140,0,256
107776,0.0139,0,256
108032,0.0141,0,256
108288,0.0140,0,256
108544,0.0139,0,256
108800,0.0141,0,256
109056,0.0140,0,256
109312,0.0141,0,256
109568,0.0140,0,256
109824,0.0140,0,256
110080,0.0153,0,256
110336,0.0141,0,256
110592,0.0142,0,256
110848,0.0334,0,256
111104,0.0140,0,256
111360,0.0141,0,256
111616,0.0141,0,256
111872,0.0140,0,256
112128,0.0141,0,256
112384,0.0141,0,256
112640,0.0141,0,256
112896,0.0141,0,256
113152,0.0141,0,256
113408,0.0141,0,256
113664,0.0140,0,256
113920,0.0141,0,256
114176,0.0140,0,256
114432,0.0141,0,256
114688,0.0140,0,256
114944,0.0140,0,256
115200,0.0140,0,256
115456,0.0141,0,256
115712,0.0140,0,256
115968,0.0140,0,256
116224,0.0141,0,256
116480,0.0140,0,256
116736,0.0141,0,256
116992,0.0141,0,256
117248,0.0143,0,256
117504,0.0143,0,256
117760,0.0141,0,256
118016,0.0140,0,256
118272,0.0140,0,256
118528,0.0145,0,256
118784,0.0141,0,256
119040,0.0140,0,256
119296,0.0140,0,256
119552,0.0140,0,256
119808,0.0140,0,256
120064,0.0140,0,256
120320,0.0140,0,256
120576,0.0140,0,256
120832,0.0142,0,256
121088,0.0253,0,256
121344,0.0140,0,256
121600,0.0141,0,256
121856,0.0140,0,256
122112,0.0140,0,256
122368,0.0141,0,256
122624,0.0140,0,256
122880,0.0139,0,256
123136,0.0140,0,256
123392,0.0140,0,256
123648,0.0141,0,256
123904,0.0140,0,256
124160,0.0140,0,256
124416,0.0139,0,256
124672,0.0141,0,256
124928,0.0140,0,256
125184,0.0140,0,256
125440,0.0141,0,256
125696,0.0140,0,256
125952,0.0140,0,256
126208,0.0140,0,256
126464,0.0141,0,256
126720,0.0140,0,256
126976,0.0140,0,256
127232,0.0140,0,256
127488,0.0140,0,256
127744,0.0140,0,256
128000,0.0139,0,256
128256,0.0140,0,256
128512,0.0140,0,256
128768,0.0141,0,256
129024,0.0140,0,256
129280,0.0139,0,256
129536,0.0140,0,256
129792,0.0139,0,256
130048,0.0140,0,256
130304,0.0140,0,256
130560,0.0140,0,256
130816,0.0140,0,256
131072,0.0141,0,256
131328,0.0142,0,256
131584,0.0140,0,256
131840,0.0140,0,256
132096,0.0140,0,256
132352,0.0140,0,256
132608,0.0140,0,256
132864,0.0140,0,256
133120,0.0142,0,256
133376,0.0140,0,256
133632,0.0140,0,256
133888,0.0141,0,256
134144,0.0141,0,256
134400,0.0140,0,256
134656,0.0140,0,256
134912,0.0140,0,256
135168,0.0141,0,256
135424,0.0140,0,256
135680,0.0139,0,256
135936,0.0140,0,256
136192,0.0139,0,256
136448,0.0140,0,256
136704,0.0139,0,256
136960,0.0140,0,256
137216,0.0140,0,256
137472,0.0141,0,256
137728,0.0141,0,256
137984,0.0141,0,256
138240,0.0140,0,256
138496,0.0140,0,256
138752,0.0140,0,256
139008,0.0140,0,256
139264,0.0140,0,256
139520,0.0140,0,256
139776,0.0139,0,256
140032,0.0140,0,256
140288,0.0140,0,256
140544,0.0140,0,256
140800,0.0140,0,256
141056,0.0140,0,256
141312,0.0140,0,256
141568,0.0140,0,256
141824,0.0140,0,256
142080,0.0140,0,256
142336,0.0140,0,256
142592,0.0140,0,256
142848,0.0139,0,256
143104,0.0140,0,256
143360,0.0139,0,256
143616,0.0140,0,256
143872,0.0140,0,256
144128,0.0139,0,256
144384,0.0140,0,256
144640,0.0140,0,256
144896,0.0140,0,256
145152,0.0139,0,256
145408,0.0140,0,256
145664,0.0139,0,256
145920,0.0139,0,256
146176,0.0141,0,256
146432,0.0140,0,256
146688,0.0140,0,256
146944,0.0140,0,256
147200,0.0140,0,256
147456,0.0140,0,256
147712,0.0140,0,256
147968,0.0140,0,256
148224,0.0140,0,256
148480,0.0139,0,256
148736,0.0140,0,256
148992,0.0139,0,256
149248,0.0140,0,256
149504,0.0140,0,256
149760,0.0141,0,256
150016,0.0139,0,256
150272,0.0140,0,256
150528,0.0140,0,256
150784,0.0140,0,256
151040,0.0140,0,256
151296,0.0139,0,256
151552,0.0140,0,256
151808,0.0140,0,256
152064,0.0140,0,256
152320,0.0140,0,256
152576,0.0140,0,256
152832,0.0141,0,256
153088,0.0139,0,256
153344,0.0140,0,256
153600,0.0140,0,256
153856,0.0140,0,256
154112,0.0140,0,256
154368,0.0140,0,256
154624,0.0139,0,256
154880,0.0140,0,256
155136,0.0140,0,256
155392,0.0140,0,256
155648,0.0139,0,256
155904,0.0140,0,256
156160,0.0140,0,256
156416,0.0139,0,256
156672,0.0140,0,256
156928,0.0140,0,256
157184,0.0139,0,256
157440,0.0140,0,256
157696,0.0139,0,256
157952,0.0140,0,256
158208,0.0140,0,256
158464,0.0140,0,256
158720,0.0140,0,256
158976,0.0140,0,256
159232,0.0140,0,256
159488,0.0140,0,256
159744,0.0139,0,256
160000,0.0139,0,256
160256,0.0140,0,256
160512,0.0140,0,256
160768,0.0140,0,256
161024,0.0140,0,256
161280,0.0140,0,256
161536,0.0140,0,256
161792,0.0140,0,256
162048,0.0140,0,256
162304,0.0140,0,256
162560,0.0140,0,256
162816,0.0140,0,256
163072,0.0140,0,256
163328,0.0139,0,256
163584,0.0140,0,256
163840,0.0140,0,256
164096,0.0140,0,256
164352,0.0140,0,256
164608,0.0140,0,256
164864,0.0139,0,256
165120,0.0139,0,256
165376,0.0140,0,256
165632,0.0140,0,256
165888,0.0140,0,256
166144,0.0140,0,256
166400,0.0140,0,256
166656,0.0139,0,256
166912,0.0140,0,256
167168,0.0140,0,256
167424,0.0140,0,256
167680,0.0139,0,256
167936,0.0140,0,256
168192,0.0140,0,256
168448,0.0139,0,256
168704,0.0140,0,256
168960,0.0140,0,256
169216,0.0139,0,256
169472,0.0140,0,256
169728,0.0139,0,256
169984,0.0140,0,256
170240,0.0139,0,256
170496,0.0140,0,256
170752,0.0140,0,256
171008,0.0140,0,256
171264,0.0140,0,256
171520,0.0140,0,256
171776,0.0140,0,256
172032,0.0140,0,256
172288,0.0140,0,256
172544,0.0140,0,256
172800,0.0140,0,256
173056,0.0139,0,256
173312,0.0140,0,256
173568,0.0140,0,256
173824,0.0140,0,256
174080,0.0140,0,256
174336,0.0140,0,256
174592,0.0140,0,256
174848,0.0140,0,256
175104,0.0140,0,256
175360,0.0140,0,256
175616,0.0139,0,256
175872,0.0140,0,256
176128,0.0141,0,256
176384,0.0140,0,256
176640,0.0140,0,256
176896,0.0140,0,256
177152,0.0140,0,256
177408,0.0140,0,256
177664,0.0140,0,256
177920,0.0140,0,256
178176,0.0140,0,256
178432,0.0140,0,256
178688,0.0140,0,256
178944,0.0140,0,256
179200,0.0140,0,256
179456,0.0140,0,256
179712,0.0140,0,256
179968,0.0140,0,256
180224,0.0140,0,256
180480,0.0140,0,256
180736,0.0140,0,256
180992,0.0139,0,256
181248,0.0140,0,256
181504,0.0140,0,256
181760,0.0139,0,256
182016,0.0139,0,256
182272,0.0139,0,256
182528,0.0140,0,256
182784,0.0140,0,256
183040,0.0139,0,256
183296,0.0140,0,256
183552,0.0140,0,256
183808,0.0140,0,256
184064,0.0140,0,256
184320,0.0140,0,256
184576,0.0140,0,256
184832,0.0140,0,256
185088,0.0140,0,256
185344,0.0140,0,256
185600,0.0139,0,256
185856,0.0140,0,256
186112,0.0140,0,256
186368,0.0140,0,256
186624,0.0140,0,256
186880,0.0140,0,256
187136,0.0139,0,256
187392,0.0140,0,256
187648,0.0140,0,256
187904,0.0140,0,256
188160,0.0140,0,256
188416,0.0140,0,256
188672,0.0140,0,256
188928,0.0139,0,256
189184,0.0140,0,256
189440,0.0140,0,256
189696,0.0140,0,256
189952,0.0140,0,256
190208,0.0140,0,256
190464,0.0140,0,256
190720,0.0139,0,256
190976,0.0140,0,256
191232,0.0140,0,256
191488,0.0140,0,256
191744,0.0141,0,256
192000,0.0140,0,256
192256,0.0139,0,256
192512,0.0140,0,256
192768,0.0140,0,256
193024,0.0139,0,256
193280,0.0140,0,256
193536,0.0140,0,256
193792,0.0140,0,256
194048,0.0139,0,256
194304,0.0140,0,256
194560,0.0140,0,256
194816,0.0139,0,256
195072,0.0140,0,256
195328,0.0139,0,256
195584,0.0140,0,256
195840,0.0142,0,256
196096,0.0141,0,256
196352,0.0140,0,256
196608,0.0141,0,256
196864,0.0140,0,256
197120,0.0142,0,256
197376,0.0140,0,256
197632,0.0141,0,256
197888,0.0139,0,256
198144,0.0142,0,256
198400,0.0140,0,256
198656,0.0139,0,256
198912,0.0140,0,256
199168,0.0140,0,256
199424,0.0141,0,256
199680,0.0139,0,256
199936,0.0141,0,256
200192,0.0140,0,256
200448,0.0140,0,256
200704,0.0140,0,256
200960,0.0140,0,256
201216,0.0139,0,256
201472,0.0140,0,256
201728,0.0140,0,256
201984,0.0141,0,256
202240,0.0140,0,256
202496,0.0141,0,256
202752,0.0140,0,256
203008,0.0139,0,256
203264,0.0140,0,256
203520,0.0140,0,256
203776,0.0139,0,256
204032,0.0140,0,256
204288,0.0140,0,256
204544,0.0140,0,256
204800,0.0140,0,256
205056,0.0140,0,256
205312,0.0140,0,256
205568,0.0140,0,256
205824,0.0140,0,256
206080,0.0140,0,256
206336,0.0140,0,256
206592,0.0140,0,256
206848,0.0139,0,256
207104,0.0140,0,256
207360,0.0139,0,256
207616,0.0140,0,256
207872,0.0140,0,256
208128,0.0139,0,256
208384,0.0140,0,256
208640,0.0140,0,256
208896,0.0140,0,256
209152,0.0139,0,256
209408,0.0140,0,256
209664,0.0140,0,256
209920,0.0139,0,256
210176,0.0140,0,256
210432,0.0140,0,256
210688,0.0139,0,256
210944,0.0140,0,256
211200,0.0140,0,256
211456,0.0140,0,256
211712,0.0139,0,256
211968,0.0140,0,256
212224,0.0140,0,256
212480,0.0139,0,256
212736,0.0140,0,256
212992,0.0140,0,256
213248,0.0140,0,256
213504,0.0140,0,256
213760,0.0140,0,256
214016,0.0140,0,256
214272,0.0140,0,256
214528,0.0140,0,256
214784,0.0142,0,256
215040,0.0140,0,256
215296,0.0140,0,256
215552,0.0140,0,256
215808,0.0140,0,256
216064,0.0139,0,256
216320,0.0140,0,256
216576,0.0140,0,256
216832,0.0139,0,256
217088,0.0140,0,256
217344,0.0140,0,256
217600,0.0140,0,256
217856,0.0140,0,256
218112,0.0140,0,256
218368,0.0140,0,256
218624,0.0139,0,256
218880,0.0140,0,256
219136,0.0140,0,256
219392,0.0140,0,256
219648,0.0140,0,256
219904,0.0139,0,256
220160,0.0140,0,256
220416,0.0140,0,256
220672,0.0140,0,256
220928,0.0140,0,256
221184,0.0139,0,256
221440,0.0140,0,256
221696,0.0141,0,256
221952,0.0139,0,256
222208,0.0140,0,256
222464,0.0140,0,256
222720,0.0140,0,256
222976,0.0139,0,256
223232,0.0140,0,256
223488,0.0140,0,256
223744,0.0140,0,256
224000,0.0140,0,256
224256,0.0140,0,256
224512,0.0140,0,256
224768,0.0140,0,256
225024,0.0140,0,256
225280,0.0140,0,256
225536,0.0140,0,256
225792,0.0140,0,256
226048,0.0140,0,256
226304,0.0140,0,256
226560,0.0140,0,256
226816,0.0139,0,256
227072,0.0139,0,256
227328,0.0140,0,256
227584,0.0140,0,256
227840,0.0140,0,256
228096,0.0140,0,256
228352,0.0143,0,256
228608,0.0140,0,256
228864,0.0139,0,256
229120,0.0141,0,256
229376,0.0140,0,256
229632,0.0140,0,256
229888,0.0140,0,256
230144,0.0140,0,256
230400,0.0140,0,256
230656,0.0140,0,256
230912,0.0141,0,256
231168,0.0141,0,256
231424,0.0140,0,256
231680,0.0140,0,256
231936,0.0140,0,256
232192,0.0140,0,256
232448,0.0141,0,256
232704,0.0140,0,256
232960,0.0141,0,256
233216,0.0140,0,256
233472,0.0139,0,256
233728,0.0141,0,256
233984,0.0150,0,256
234240,0.0142,0,256
234496,0.0140,0,256
234752,0.0140,0,256
235008,0.0140,0,256
235264,0.0140,0,256
235520,0.0140,0,256
235776,0.0140,0,256
236032,0.0140,0,256
236288,0.0140,0,256
236544,0.0140,0,256
236800,0.0140,0,256
237056,0.0139,0,256
237312,0.0140,0,256
237568,0.0140,0,256
237824,0.0140,0,256
238080,0.0140,0,256
238336,0.0140,0,256
238592,0.0140,0,256
238848,0.0140,0,256
239104,0.0140,0,256
239360,0.0140,0,256
239616,0.0140,0,256
239872,0.0140,0,256
240128,0.0141,0,256
240384,0.0140,0,256
240640,0.0140,0,256
240896,0.0140,0,256
241152,0.0140,0,256
241408,0.0139,0,256
241664,0.0140,0,256
241920,0.0140,0,256
242176,0.0139,0,256
242432,0.0140,0,256
242688,0.0140,0,256
242944,0.0140,0,256
243200,0.0139,0,256
243456,0.0140,0,256
243712,0.0141,0,256
243968,0.0141,0,256
244224,0.0141,0,256
244480,0.0140,0,256
244736,0.0140,0,256
244992,0.0140,0,256
245248,0.0140,0,256
245504,0.0140,0,256
245760,0.0139,0,256
246016,0.0140,0,256
246272,0.0140,0,256
246528,0.0140,0,256
246784,0.0140,0,256
247040,0.0140,0,256
247296,0.0140,0,256
247552,0.0139,0,256
247808,0.0140,0,256
248064,0.0140,0,256
248320,0.0140,0,256
248576,0.0140,0,256
248832,0.0140,0,256
249088,0.0140,0,256
249344,0.0139,0,256
249600,0.0140,0,256
249856,0.0140,0,256
250112,0.0140,0,256
250368,0.0140,0,256
250624,0.0140,0,256
250880,0.0140,0,256
251136,0.0139,0,256
251392,0.0140,0,256
251648,0.0140,0,256
251904,0.0140,0,256
252160,0.0140,0,256
252416,0.0140,0,256
252672,0.0140,0,256
252928,0.0140,0,256
253184,0.0140,0,256
253440,0.0141,0,256
253696,0.0140,0,256
253952,0.0140,0,256
254208,0.0142,0,256
254464,0.0139,0,256
254720,0.0140,0,256
254976,0.0140,0,256
255232,0.0140,0,256
255488,0.0140,0,256
255744,0.0139,0,256
256000,0.0140,0,256
256256,0.0140,0,256
256512,0.0140,0,256
256768,0.0140,0,256
257024,0.0140,0,256
257280,0.0140,0,256
257536,0.0139,0,256
257792,0.0140,0,256
258048,0.0140,0,256
258304,0.0140,0,256
258560,0.0140,0,256
258816,0.0139,0,256
259072,0.0140,0,256
259328,0.0140,0,256
259584,0.0140,0,256
259840,0.0140,0,256
260096,0.0140,0,256
260352,0.0139,0,256
260608,0.0140,0,256
260864,0.0140,0,256
261120,0.0139,0,256
261376,0.0140,0,256
261632,0.0139,0,256
261888,0.0140,0,256
262144,0.0140,0,256
262400,0.0140,0,256
262656,0.0140,0,256
262912,0.0139,0,256
263168,0.0140,0,256
263424,0.0140,0,256
263680,0.0140,0,256
263936,0.0140,0,256
264192,0.0140,0,256
264448,0.0140,0,256
264704,0.0140,0,256
264960,0.0140,0,256
265216,0.0139,0,256
265472,0.0140,0,256
265728,0.0140,0,256
265984,0.0139,0,256
266240,0.0140,0,256
266496,0.0140,0,256
266752,0.0140,0,256
267008,0.0141,0,256
267264,0.0140,0,256
267520,0.0140,0,256
267776,0.0139,0,256
268032,0.0140,0,256
268288,0.0139,0,256
268544,0.0140,0,256
268800,0.0139,0,256
269056,0.0140,0,256
269312,0.0139,0,256
269568,0.0140,0,256
269824,0.0140,0,256
270080,0.0140,0,256
270336,0.0139,0,256
270592,0.0140,0,256
270848,0.0139,0,256
271104,0.0140,0,256
271360,0.0140,0,256
271616,0.0140,0,256
271872,0.0140,0,256
272128,0.0140,0,256
272384,0.0140,0,256
272640,0.0139,0,256
272896,0.0139,0,256
273152,0.0140,0,256
273408,0.0140,0,256
273664,0.0140,0,256
273920,0.0140,0,256
274176,0.0140,0,256
274432,0.0140,0,256
274688,0.0140,0,256
274944,0.0140,0,256
275200,0.0140,0,256
275456,0.0140,0,256
275712,0.0140,0,256
275968,0.0139,0,256
276224,0.0140,0,256
276480,0.0140,0,256
276736,0.0140,0,256
276992,0.0139,0,256
277248,0.0140,0,256
277504,0.0140,0,256
277760,0.0140,0,256
278016,0.0140,0,256
278272,0.0140,0,256
278528,0.0140,0,256
278784,0.0139,0,256
279040,0.0140,0,256
279296,0.0140,0,256
279552,0.0139,0,256
279808,0.0140,0,256
280064,0.0140,0,256
280320,0.0139,0,256
280576,0.0140,0,256
280832,0.0140,0,256
281088,0.0142,0,256
281344,0.0139,0,256
281600,0.0140,0,256
281856,0.0139,0,256
282112,0.0139,0,256
282368,0.0140,0,256
282624,0.0140,0,256
282880,0.0140,0,256
283136,0.0140,0,256
283392,0.0140,0,256
283648,0.0140,0,256
283904,0.0139,0,256
284160,0.0140,0,256
284416,0.0140,0,256
284672,0.0139,0,256
284928,0.0140,0,256
285184,0.0139,0,256
285440,0.0139,0,256
285696,0.0140,0,256
285952,0.0140,0,256
286208,0.0140,0,256
286464,0.0139,0,256
286720,0.0140,0,256
286976,0.0140,0,256
287232,0.0139,0,256
287488,0.0140,0,256
287744,0.0140,0,256
288000,0.0139,0,256
288256,0.0141,0,256
288512,0.0141,0,256
288768,0.0141,0,256
289024,0.0140,0,256
289280,0.0140,0,256
289536,0.0141,0,256
289792,0.0140,0,256
290048,0.0141,0,256
290304,0.0140,0,256
290560,0.0140,0,256
290816,0.0141,0,256
291072,0.0140,0,256
291328,0.0140,0,256
291584,0.0140,0,256
291840,0.0140,0,256
292096,0.0140,0,256
292352,0.0140,0,256
292608,0.0139,0,256
292864,0.0140,0,256
293120,0.0140,0,256
293376,0.0140,0,256
293632,0.0140,0,256
293888,0.0140,0,256
294144,0.0141,0,256
294400,0.0140,0,256
294656,0.0140,0,256
294912,0.0140,0,256
295168,0.0140,0,256
295424,0.0140,0,256
295680,0.0140,0,256
295936,0.0140,0,256
296192,0.0140,0,256
296448,0.0139,0,256
296704,0.0140,0,256
296960,0.0140,0,256
297216,0.0566,0,256
297472,0.0145,0,256
